essay_id,essay_set,essay,domain1_score,cleaned_essay,normalized_score
11837,5,"The mood that the author creates in this story is a @CAPS1 sad mood But it is also @CAPS2, @CAPS3 the guy in it is getting a new Home and a new Life @CAPS3 His parents @CAPS5 @CAPS6.",1,mood author creates story cap sad mood also cap cap guy getting new home new life cap parent cap cap,0.25
11838,5,"The mood in the memoir that the author creates is a very warm and relaxed sort of mood. The way the author tells you about his parents; the selflessness and the way they put their kids first before themselves really just makes you think about your own parents and how good they are to you and what they would do for you. The way the author talks about his home makes you think of all the colors in the house. I think that the house would be a golden  red color yellow, white, brown and orange on the insides. It reminds me of the way they would have cooked. They would have cooked with colorful peppers, onions, tortillas and oils. It makes you think about what colors you have in your home and what you would cook with.  The music sounds wonderful. Even though they don't demonstrate what it actually sounds like, you can easily imagine it. I imagine it laying in the background while all the adults are cooking and the kids are playing in colorful rooms with the golden sunlight shining in through an open window. I love the mood that this memoir puts me in.",1,mood memoir author creates warm relaxed sort mood way author tell parent selflessness way put kid first really make think parent good would way author talk home make think color house think house would golden  red color yellow white brown orange inside reminds way would cooked would cooked colorful pepper onion tortilla oil make think color home would cook music sound wonderful even though demonstrate actually sound like easily imagine imagine laying background adult cooking kid playing colorful room golden sunlight shining open window love mood memoir put,0.25
11839,5,"The mood of the memoir is very upbeat, happy mood of how @PERSON1. Grew up in Newark, New Jersey in a very Cuban family and tells the story of how Narciso went through his childhood. This memoir really emphasizes the connection and love that Narciso had with his parents and his home. It kind of makes you think that there is more to a house than just walls and a ceiling and that maybe it's part of a family.",1,mood memoir upbeat happy mood person grew newark new jersey cuban family tell story narciso went childhood memoir really emphasizes connection love narciso parent home kind make think house wall ceiling maybe part family,0.25
11840,5,"Describe the mood by the author in the memoir. the mood by the athor in the memoir. Is that she had a hard time grow up because her parent's keep on movieing. bay the age of twent-seven year old. Narciso Rodriguez liveing with her family she live in a one apratment room, When she was growing up there were racism were she was growing up. When she was growing up her mother and father taught her how to cook, and the number one thing she learned is how to love some one",1,describe mood author memoir mood athor memoir hard time grow parent keep movieing bay age twentseven year old narciso rodriguez liveing family live one apratment room growing racism growing growing mother father taught cook number one thing learned love one,0.25
11841,5,"The mood created by the author in the memoir was happy, enjoyable, and worth living. I say happy because they had family to be with, and other friends to help them if anything. I say enjoyable because the author talks about how they (main character) had the first birthday and first friend. I would enjoy all my birthdays if I was that person and also my first friend. I also said worth living because they had food on their table everyday. And nothing in the memoir said anything about struggling. This is why I explain the mood as happy, enjoyable, and worth living.",2,mood created author memoir happy enjoyable worth living say happy family friend help anything say enjoyable author talk main character first birthday first friend would enjoy birthday person also first friend also said worth living food table everyday nothing memoir said anything struggling explain mood happy enjoyable worth living,0.5
11842,5," The mood created by the author in this memoir was very loving and caring for their friends, family and everyone around them, for example it says how his mom would always keep the door open for whoever was going through a rough time or untill they were back on their feet because she knew they would do the same for her and her family. Also the mood is very thankful since Narciso admires everything that he's done in life and who he's helped out and he's thankful for all the friends he has and the care they have for him and his family and he thanks every oppertunity he gets in life. The mood also shows how that somthing small can turn out to be big on the inside because Narciso has done so much just from the small place he lives in.",2,mood created author memoir loving caring friend family everyone around example say mom would always keep door open whoever going rough time untill back foot knew would family also mood thankful since narciso admires everything he done life he helped he thankful friend care family thanks every oppertunity get life mood also show somthing small turn big inside narciso done much small place life,0.5
11843,5,"In this memoir, the author creates a mood. The mood is love. The author loves his parents for all the things they sacraficed to come to @LOCATION1. He really appreciates everything they've done for him and he is really grateful.The author describes the ""warmth"" of his kitchen. How it's filled with love and culture. The great aroma of their parents cooking and the music from his culture, he loves it.The author also describes how his family is @CAPS1 close, and their friends to. The love that they got for each other. The memoir says ""My parents always kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" @CAPS1 they considered people who weren't really family... Family. They helped each other out, family and friends, that's what creates the mood to be love.@CAPS1, in this memoir, the author creates a mood and its LOVE.",4,memoir author creates mood mood love author love parent thing sacraficed come location really appreciates everything theyve done really gratefulthe author describes warmth kitchen filled love culture great aroma parent cooking music culture love itthe author also describes family cap close friend love got memoir say parent always kept arm door open many people consider family knowing would u cap considered people werent really family family helped family friend thats creates mood lovecaps memoir author creates mood love,1.0
11844,5,"The author of this memoir created a mood about family. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country the loved,"" this quote tells that the mood created by the author makes the reader realize how hard their pareents work to give their children a better life and education. ""It was here where I learned the real definition of ""family"","" this also makes the reader feel like there is a lot more to a family then what it @MONTH1 seem. That family gives one life and teaches love. ""I will never forget how my parents turned this simple house into a home,"" this quote tells that home is not just a place where one @MONTH1 live, but that it is about relationships that are created there. These were some of the moods created by the author in the memoir.",3,author memoir created mood family came selflessly many immigrant give child better life even though meant leaving behind family friend career country loved quote tell mood created author make reader realize hard pareents work give child better life education learned real definition family also make reader feel like lot family month seem family give one life teach love never forget parent turned simple house home quote tell home place one month live relationship created mood created author memoir,0.75
11845,5,"The mood created by this author is clearly greatfull. The author shows how he (narciso) could never stop saying thank you. He honestly loved the feeling his mom and dad made him have, and all thengs they did for him. By what the parents did by moving into a place to call home for Narciso made his mood forever endlessly greatful. By Narciso's mood being greatful I mean endlessly thankful for all that he has thanks to his parents. In this short autobiography, Narciso creats the reader to feel, and know he is happy with the life he has. As this short story creats the mood of being greatful. You understand how he feels as you read many times through out this article, ""I will always be greatfull to my parents...""",2,mood created author clearly greatfull author show narciso could never stop saying thank honestly loved feeling mom dad made thengs parent moving place call home narciso made mood forever endlessly greatful narcisos mood greatful mean endlessly thankful thanks parent short autobiography narciso creats reader feel know happy life short story creats mood greatful understand feel read many time article always greatfull parent,0.5
11846,5,"The mood set by the author in the memoir is a home is home kind of mood, like a great family, great friendships/relationships and open arms kind of feeling. He mentions the fact that his parents always helped friends and family in need and how selfless they were towards other people. He talks about how him and his family used to come together and have meals as a family. He says he is grateful for the spirit an generosity given to him by his parents at a young age. He gives the reader a sence of comfort and generosity and he thanks his family deeply for expressing spirit, generosity and selflessnes to people.",2,mood set author memoir home home kind mood like great family great friendshipsrelationships open arm kind feeling mention fact parent always helped friend family need selfless towards people talk family used come together meal family say grateful spirit generosity given parent young age give reader sence comfort generosity thanks family deeply expressing spirit generosity selflessnes people,0.5
11847,5,"The mood created by the author in the memoir is grateful, joyful, and loving. The mood is grateful because the author's parents were such wonderful people, that made the author look up to them. The author even says, ""I will always be grateful to my parents for their love and sacrifice. The mood is also joyful because, although the author lived in just a simple house, inside, there was always music and he was influenced by his culture. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen."" After all a house is only a ""home"" if you feel welcome and love, and that is exactly how the author felt. Lastly, the mood is loving because in his home, his parents welcomed anyone who needed help. Example from the memoir is, ""My parents kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" Over all, the author kept the mood lively and definitely happy, although the happiness went on through difficult times like segregation.",4,mood created author memoir grateful joyful loving mood grateful author parent wonderful people made author look author even say always grateful parent love sacrifice mood also joyful although author lived simple house inside always music influenced culture passionate cuban music adore day filled air mixing aroma kitchen house home feel welcome love exactly author felt lastly mood loving home parent welcomed anyone needed help example memoir parent kept arm door open many people consider family knowing would u author kept mood lively definitely happy although happiness went difficult time like segregation,1.0
11848,5,"In the memoir, the author created a very upbeat mood. He clearly is very grateful for his family, and had a happy childhood. He pointed out the parts of his home and situation that could have been negitive for him while growing up, but then he cancelled those negitive things out by noting the positive aspects of each situation. For example, in the memoir he wrote about how his family had immigrated to the United States, and how they had good jobs in Cuba, but then had to start all over with low-paying jobs once they got here. He said that this was hard for them, but he found a positive way to look at the situation. He did this by writing about how his parent's situation taught them and him to always work hard, and never give up. So overall, he made what could have been a depressing story, have an upbeat and happy mode. He even made the story teach you a lesson about hard work and the importance of family and giving to others.",2,memoir author created upbeat mood clearly grateful family happy childhood pointed part home situation could negitive growing cancelled negitive thing noting positive aspect situation example memoir wrote family immigrated united state good job cuba start lowpaying job got said hard found positive way look situation writing parent situation taught always work hard never give overall made could depressing story upbeat happy mode even made story teach lesson hard work importance family giving others,0.5
11849,5,"The mood created by the author of the memoir is cozy and family oriented. From the very beginning, the author describes the home as more of a way of life than a physical space. The author's ""parents created our traditional Cuban home, part of which was the kitchen"" (@NUM1). Here, the home is described even more as a part of the family, less is a building.     To enhance the feeling of family, the author includes stories of hospitality: ""My parents always kept their arms and their door to the many people he considered family"" (@NUM2). Hospitality is one of the best qualities you need to make a house a home and the author really stretches that. The mood created by the author of the memoir is cozy and family oriented.",2,mood created author memoir cozy family oriented beginning author describes home way life physical space author parent created traditional cuban home part kitchen num home described even part family less building enhance feeling family author includes story hospitality parent always kept arm door many people considered family num hospitality one best quality need make house home author really stretch mood created author memoir cozy family oriented,0.5
11850,5,"The author, Narciso Rodriguez, creates a very happy mood in his memoir. One reason the mood is happy is because of the setting. Narciso describes his house and says, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back-drop to life in our warm home."" The author describes a home filled with many good friends and good memories. Anothe reason is how grateful the author sounds. It says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" While they had to leave everything behind they did it for their kids and for a new life. The author is happy that they did. Also, the author credits the house with giving him a family. @CAPS1 says, ""It was here that I learned the real definition of the word 'family.' And for this, I will be forever grateful."" @CAPS1 learned a lot in this house and is very happy for that. In Narciso Rodriguez's memoir @CAPS1 creates a very happy mood.",4,author narciso rodriguez creates happy mood memoir one reason mood happy setting narciso describes house say innocence childhood congregation family friend endless celebration encompassed formed backdrop life warm home author describes home filled many good friend good memory anothe reason grateful author sound say came selflessly many immigrant give child better life even though meant leaving behind family friend career country loved leave everything behind kid new life author happy also author credit house giving family cap say learned real definition word family forever grateful cap learned lot house happy narciso rodriguezs memoir cap creates happy mood,1.0
11851,5,"Based on this memoir, the mood created by the author it's a great mood unexplainable. in this article talks about a young man named @PERSON1 and how his life was from then and now. for example, on paragraph @NUM1, says he will always be grateful to his parents for their love and sacrifices. and how he had always told them that what they did was a much more courageous thing that I could have ever done. Also, how Cuban music was so passionate, adored so much, and how his parents turned a simple house into a home. therefore, this is the mood created by the author.",2,based memoir mood created author great mood unexplainable article talk young man named person life example paragraph num say always grateful parent love sacrifice always told much courageous thing could ever done also cuban music passionate adored much parent turned simple house home therefore mood created author,0.5
11852,5,"The mood created by Narciso Rodriguez was happy and thankful. His parents taught him many things about their cuban back ground, like cooking and music. His parents gave up many things to comfort Narciso and make him at home. ""I will always be grateful to my parents for their love and sacrifice."" His parents turned their house into a home for other People as well. ""My parents always kept their Arms and door open to the many people we considered family."" Narciso's parents would take in anybody that needed a place to stay until they got back on their feet. Narciso's parents were very loving to the community and help out as much as the could in making that place at home.",2,mood created narciso rodriguez happy thankful parent taught many thing cuban back ground like cooking music parent gave many thing comfort narciso make home always grateful parent love sacrifice parent turned house home people well parent always kept arm door open many people considered family narcisos parent would take anybody needed place stay got back foot narcisos parent loving community help much could making place home,0.5
11853,5,"In the memoir Narciso Rodriguez the author creates a serious, happy and thankful mood. The author was serious to the point where his family had to go through economic and personal problems. However, the author was happy how they lived in a friendly and unified neighborhood with other immigrant from different countrys. The author showed thankfulness because his parents worked so hard to give him a new life. The memoir showed a good mood as well as a accurate portrait of the athour childhood.",2,memoir narciso rodriguez author creates serious happy thankful mood author serious point family go economic personal problem however author happy lived friendly unified neighborhood immigrant different country author showed thankfulness parent worked hard give new life memoir showed good mood well accurate portrait athour childhood,0.5
11854,5,@PERSON1's mood was happy and greatful. @PERSON1 was grateful was because he had his family together and his mom and dad were open house with the culture. He was happy because his life was better thae it would have been if they stayed in Cuba. That was @PERSON1's mood.,1,person mood happy greatful person grateful family together mom dad open house culture happy life better thae would stayed cuba person mood,0.25
11855,5,"In Narciso Rodriguez's memoir, the mood and feeling of her home and comunity is a happy and heartwarming situation. Most people who would live in a tiny apartment in the city would say that it was to small and cramped, while they wished for a mansion on the ocean, but Narciso was perfectly happy being in that environment. The way she described it, there were always great smells, wounderful music, and great people around all of the time. Narciso said the man people who contributed the most to her wounderful experience in New Jersey were her parents. They supported and cared for her at the same time they were strugling for money. They never showed sadness and they loved and cared for her. Even though Narciso lived in a small apartment in the city, she and her family show that you can make the best out of any situation.",3,narciso rodriguezs memoir mood feeling home comunity happy heartwarming situation people would live tiny apartment city would say small cramped wished mansion ocean narciso perfectly happy environment way described always great smell wounderful music great people around time narciso said man people contributed wounderful experience new jersey parent supported cared time strugling money never showed sadness loved cared even though narciso lived small apartment city family show make best situation,0.75
11856,5,"In the memoir @PERSON1 it talks about making a house a home and a community, your family. ""Growing up in this enviroment instilled in me a great sense that ""Family"" had nothing to do with being a blood relative"" (par @NUM1) paragraph @NUM1 goes onto talk about how growing up with Italian, Spanish, and Cuban cultures in one community, with all differences aside made the community into a family. Rodriguez talks very warmly, and with only good things to say about his childhood.the mood of the memoir is Rodriguez remembering his culture filled childhood. ""I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love"" (par seven) The memoir is a dedication to his life and a reflection of all the experiences had within his family. He writes his memoirs in loving spirits dedicating his knowledge of a ""family"" to his own.",4,memoir person talk making house home community family growing enviroment instilled great sense family nothing blood relative par num paragraph num go onto talk growing italian spanish cuban culture one community difference aside made community family rodriguez talk warmly good thing say childhoodthe mood memoir rodriguez remembering culture filled childhood learned real definition family never forget house gracious neighborhood many thing learned love par seven memoir dedication life reflection experience within family writes memoir loving spirit dedicating knowledge family,1.0
11857,5,"In the memoir ""@PERSON1 Rodriguez"" from Home: The Blueprints of Our Lives by @PERSON1, the mood is a very important part of the story. The mood in this memoir is definiatley thankfulness. The first reason for why the mood of this story is thankfulness is because @PERSON1 is thankful for his Cuban heritage. @PERSON1 shows his love for his heritage by stating ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills"". @PERSON1 is very thankful that he has these skills from his great culture. The second reason that the mood of this memoir is thankfulness is that the author is thankful for his home. ""...Formed the backdrop to life in our warm home"", @PERSON1 writes in his memoir. This quote shows that @PERSON1 is thankful for a nice place to call his home. the final reason that the mood of this memoir is thankfulness is that the author is thankful for his hardworking parents. ""I've often told them of my admiration for their strength and perseverance, and i've thank them repeatedly"", he comments. This undoubtably shows the author's great respect for his parents and all they have to offer for him to be happy and healthy. Thankfulness is a mood that suits this memoir very well, and the pride and gratefulness that the author shows for his heritage, home, and parents is wonderful.",4,memoir person rodriguez home blueprint life person mood important part story mood memoir definiatley thankfulness first reason mood story thankfulness person thankful cuban heritage person show love heritage stating parent shared cooking duty unwittingly passed rich culinary skill person thankful skill great culture second reason mood memoir thankfulness author thankful home formed backdrop life warm home person writes memoir quote show person thankful nice place call home final reason mood memoir thankfulness author thankful hardworking parent ive often told admiration strength perseverance ive thank repeatedly comment undoubtably show author great respect parent offer happy healthy thankfulness mood suit memoir well pride gratefulness author show heritage home parent wonderful,1.0
11858,5,"The mood created by the author in ""Narciso Rodriguez""is very calm and happy. The author This very calm and cool. There are no loud or emphasized parts. It is also very happy. It describes a family growing and getting to love each other. Also frends and more family having happy times having celebrations. The happiest line was the last, ""I will never forget how my parents turned this simple little house into a home."" It also has a very loving tone to it. Anything about a family coming together is loving.",3,mood created author narciso rodriguezis calm happy author calm cool loud emphasized part also happy describes family growing getting love also frends family happy time celebration happiest line last never forget parent turned simple little house home also loving tone anything family coming together loving,0.75
11859,5,"The author could have put alot of different types of mood in the memoir. I think that the mood of the memoir is happy, greatful and appreciated. I said happy because he talks about every thing he does and how he enjoys it I said greate because he is always thanking his parents and he admires them. He admires them because thy have comed last to the good life and they do everything in their power to have a good life. An he appreciates him because of the same thing I said before he admires them and always thank them for what they have done to her. This is the mood the authors has toward writting the story.",2,author could put alot different type mood memoir think mood memoir happy greatful appreciated said happy talk every thing enjoys said greate always thanking parent admires admires thy comed last good life everything power good life appreciates thing said admires always thank done mood author toward writting story,0.5
11860,5,"In Narciso's memoir, I feel joy. I feel joy because Narciso's parents were able to survive. They came to @LOCATION1, ""without any knowledge of the language or culture."" @CAPS1 immigrant families do not get on there feet right away and they did, within a year they went from a @NUM1 room apartment to a @NUM2 room appartment.Joy came to my mind also because they had welcoming arms to there family. People today are losing there jobs & homes and they have nobody to go to, but the Rodriguez family had a place to go. ""Countless extaded family members came & went- and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their arms & their door open to the many people we considered family, knowing that they would do the same for us.""",3,narcisos memoir feel joy feel joy narcisos parent able survive came location without knowledge language culture cap immigrant family get foot right away within year went num room apartment num room appartmentjoy came mind also welcoming arm family people today losing job home nobody go rodriguez family place go countless extaded family member came went often someone staying u temporarily able get back foot parent always kept arm door open many people considered family knowing would u,0.75
11861,5,"The mood created by the author in the menoir. The author was grateful that the chance to growing up in the @LOCATION1. The title named is Narciso Rodriguez. He talks about his life, that he came from cuba. and that his parent welcomes people that come from cuba. They come ""together in a great solidarity and friendship."" I think his mood is every happy. To see that his parent made something out of notthing. The author parent show him with their life, and his teaching have been the basis of his life. I feel the same way because my parent brought me here for a better life. I think you learn everything from your parent How to act and all that. So yea the last sentence he said I liked it. He said I will never forget how my parent turned this simple house into a home.",3,mood created author menoir author grateful chance growing location title named narciso rodriguez talk life came cuba parent welcome people come cuba come together great solidarity friendship think mood every happy see parent made something notthing author parent show life teaching basis life feel way parent brought better life think learn everything parent act yea last sentence said liked said never forget parent turned simple house home,0.75
11862,5,"Author Narciso Rodriguez describes his love and happiness towards his family in this memoir. He states how his parents gaveup everything not for themselves for him and his relatives. The community they moved to was so happy and also like his family to him. Narciso describes how him and his family keep their @CAPS1 culture with them and he appresiates it. The last sentence truely says it all ""I will never forget how my parents turned this simple house into a home"". All of that shows how during this memoir his mood is happy, loving, and grateful all at once.",3,author narciso rodriguez describes love happiness towards family memoir state parent gaveup everything relative community moved happy also like family narciso describes family keep cap culture appresiates last sentence truely say never forget parent turned simple house home show memoir mood happy loving grateful,0.75
11863,5,"The authors mood in the memoir @PERSON1 is thankful. I know this, because in paragraph @NUM1 @CAPS1 talks about his culinary skills and how grateful he is to have it passed down to him. This shows us that he is very much thankful for this skill, because some people don't know how to cook and to be able to cook is a blessing. This also shows us that he is proud of his culture and who he is as a person. @PERSON2 quotes ""I will always be grateful to my parents for their love and sacrafice."" In @CAPS2, this shows us that @PERSON2 was very much appreciative of all that his parents had done for him. Also that he loved his parents dearly and every chance he gets, he thanks them. Therefore in the memoir Narciso gives off the mood of being thankful.",3,author mood memoir person thankful know paragraph num cap talk culinary skill grateful passed show u much thankful skill people know cook able cook blessing also show u proud culture person person quote always grateful parent love sacrafice cap show u person much appreciative parent done also loved parent dearly every chance get thanks therefore memoir narciso give mood thankful,0.75
11864,5,"The author's interpretation of their childhood home set a mood of love and compassion. He writes about his parents in a way that informs the reader that they were extremely good people. He describes them, as well as others in their community, as honest, hardworking, selfless people. He writes the story with much appreciation of his parents, family, and life, which is very admirable. He describes that he lived in a house with only three rooms, and yet his parents made a home out of it and welcomed others to stay, too. The mood that this author set was that of love and compassion, and he did a very good job of explaining what his childhood home meant to him.",2,author interpretation childhood home set mood love compassion writes parent way informs reader extremely good people describes well others community honest hardworking selfless people writes story much appreciation parent family life admirable describes lived house three room yet parent made home welcomed others stay mood author set love compassion good job explaining childhood home meant,0.5
